Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","934,998","1,073,383","1,011,979","985,190","940,677","1,053,640","1,206,399","946,996","896,557","652,134","527,593","0","-"
"YoY %","-12.89%","6.07%","2.72%","4.73%","-10.72%","-12.66%","27.39%","5.63%","37.48%","23.61%","0.00%","-",""
"Horiz. %","177.22%","203.45%","191.81%","186.73%","178.30%","199.71%","228.66%","179.49%","169.93%","123.61%","100.00%","-",""
"PBT","68,592","81,421","81,667","90,122","108,971","93,362","59,839","38,175","60,735","58,291","47,934","0","-"
"YoY %","-15.76%","-0.30%","-9.38%","-17.30%","16.72%","56.02%","56.75%","-37.14%","4.19%","21.61%","0.00%","-",""
"Horiz. %","143.10%","169.86%","170.37%","188.01%","227.34%","194.77%","124.84%","79.64%","126.71%","121.61%","100.00%","-",""
"Tax","-17,704","-19,116","-20,601","-21,574","-27,052","-22,660","-15,241","-2,699","-11,350","-15,616","-11,375","0","-"
"YoY %","7.39%","7.21%","4.51%","20.25%","-19.38%","-48.68%","-464.69%","76.22%","27.32%","-37.28%","0.00%","-",""
"Horiz. %","155.64%","168.05%","181.11%","189.66%","237.82%","199.21%","133.99%","23.73%","99.78%","137.28%","100.00%","-",""
"NP","50,888","62,305","61,066","68,548","81,919","70,702","44,598","35,476","49,385","42,675","36,559","0","-"
"YoY %","-18.32%","2.03%","-10.91%","-16.32%","15.87%","58.53%","25.71%","-28.16%","15.72%","16.73%","0.00%","-",""
"Horiz. %","139.19%","170.42%","167.03%","187.50%","224.07%","193.39%","121.99%","97.04%","135.08%","116.73%","100.00%","-",""
"NP to SH","50,953","62,503","61,139","68,694","81,921","70,702","44,598","35,715","49,501","42,712","36,559","0","-"
"YoY %","-18.48%","2.23%","-11.00%","-16.15%","15.87%","58.53%","24.87%","-27.85%","15.89%","16.83%","0.00%","-",""
"Horiz. %","139.37%","170.96%","167.23%","187.90%","224.08%","193.39%","121.99%","97.69%","135.40%","116.83%","100.00%","-",""
"Tax Rate","25.81    %","23.48    %","25.23    %","23.94    %","24.82    %","24.27    %","25.47    %","7.07    %","18.69    %","26.79    %","23.73    %","-     %","-"
"YoY %","9.92%","-6.94%","5.39%","-3.55%","2.27%","-4.71%","260.25%","-62.17%","-30.24%","12.90%","0.00%","-",""
"Horiz. %","108.77%","98.95%","106.32%","100.88%","104.59%","102.28%","107.33%","29.79%","78.76%","112.90%","100.00%","-",""
"Total Cost","884,110","1,011,078","950,913","916,642","858,758","982,938","1,161,801","911,520","847,172","609,459","491,034","0","-"
"YoY %","-12.56%","6.33%","3.74%","6.74%","-12.63%","-15.40%","27.46%","7.60%","39.00%","24.12%","0.00%","-",""
"Horiz. %","180.05%","205.91%","193.66%","186.68%","174.89%","200.18%","236.60%","185.63%","172.53%","124.12%","100.00%","-",""
"Net Worth","632,555","632,555","664,671","606,764","539,218","459,803","390,463","299,176","272,526","216,152","164,515","-","-"
"YoY %","0.00%","-4.83%","9.54%","12.53%","17.27%","17.76%","30.51%","9.78%","26.08%","31.39%","0.00%","-",""
"Horiz. %","384.50%","384.50%","404.02%","368.82%","327.76%","279.49%","237.34%","181.85%","165.65%","131.39%","100.00%","-",""
"Div","-","17,598","12,279","17,598","20,167","17,435","11,134","7,215","11,440","11,680","5,686","-","-"
"YoY %","0.00%","43.32%","-30.23%","-12.74%","15.67%","56.59%","54.31%","-36.93%","-2.05%","105.39%","0.00%","-",""
"Horiz. %","0.00%","309.45%","215.92%","309.45%","354.63%","306.58%","195.79%","126.88%","201.17%","205.39%","100.00%","-",""
"Div Payout %","-     %","28.16    %","20.08    %","25.62    %","24.62    %","24.66    %","24.97    %","20.20    %","23.11    %","27.35    %","15.56    %","-     %","-"
"YoY %","0.00%","40.24%","-21.62%","4.06%","-0.16%","-1.24%","23.61%","-12.59%","-15.50%","75.77%","0.00%","-",""
"Horiz. %","0.00%","180.98%","129.05%","164.65%","158.23%","158.48%","160.48%","129.82%","148.52%","175.77%","100.00%","-",""
"Net Worth","632,555","632,555","664,671","606,764","539,218","459,803","390,463","299,176","272,526","216,152","164,515","-","-"
"YoY %","0.00%","-4.83%","9.54%","12.53%","17.27%","17.76%","30.51%","9.78%","26.08%","31.39%","0.00%","-",""
"Horiz. %","384.50%","384.50%","404.02%","368.82%","327.76%","279.49%","237.34%","181.85%","165.65%","131.39%","100.00%","-",""
"NOSH","327,105","327,105","331,871","319,973","310,270","300,603","293,008","240,514","238,347","229,024","203,105","-","-"
"YoY %","0.00%","-1.44%","3.72%","3.13%","3.22%","2.59%","21.83%","0.91%","4.07%","12.76%","0.00%","-",""
"Horiz. %","161.05%","161.05%","163.40%","157.54%","152.76%","148.00%","144.26%","118.42%","117.35%","112.76%","100.00%","-",""
"NP Margin","5.44    %","5.80    %","6.03    %","6.96    %","8.71    %","6.71    %","3.70    %","3.75    %","5.51    %","6.54    %","6.93    %","-     %","-"
"YoY %","-6.21%","-3.81%","-13.36%","-20.09%","29.81%","81.35%","-1.33%","-31.94%","-15.75%","-5.63%","0.00%","-",""
"Horiz. %","78.50%","83.69%","87.01%","100.43%","125.69%","96.83%","53.39%","54.11%","79.51%","94.37%","100.00%","-",""
"ROE","8.06    %","9.88    %","9.20    %","11.32    %","15.19    %","15.38    %","11.42    %","11.94    %","18.16    %","19.76    %","22.22    %","-     %","-"
"YoY %","-18.42%","7.39%","-18.73%","-25.48%","-1.24%","34.68%","-4.36%","-34.25%","-8.10%","-11.07%","0.00%","-",""
"Horiz. %","36.27%","44.46%","41.40%","50.95%","68.36%","69.22%","51.40%","53.74%","81.73%","88.93%","100.00%","-",""
"RPS","285.84","328.15","304.93","307.90","303.18","350.51","411.73","393.74","376.15","284.74","259.76","-","-"
"YoY %","-12.89%","7.61%","-0.96%","1.56%","-13.50%","-14.87%","4.57%","4.68%","32.10%","9.62%","0.00%","-",""
