Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","102,216","144,227","154,411","143,623","93,579","84,791","130,389","135,716","812","917","994","1,303","69.93%"
"YoY %","-29.13%","-6.60%","7.51%","53.48%","10.36%","-34.97%","-3.93%","16,613.79%","-11.45%","-7.75%","-23.71%","-",""
"Horiz. %","7,844.67%","11,068.84%","11,850.42%","11,022.49%","7,181.81%","6,507.37%","10,006.83%","10,415.66%","62.32%","70.38%","76.29%","100.00%",""
"PBT","-23,512","-3,969","2,396","10,891","2,564","-21,985","6,756","9,081","-118","-189","-375","-221","-"
"YoY %","-492.39%","-265.65%","-78.00%","324.77%","111.66%","-425.41%","-25.60%","7,795.76%","37.57%","49.60%","-69.68%","-",""
"Horiz. %","10,638.91%","1,795.93%","-1,084.16%","-4,928.05%","-1,160.18%","9,947.96%","-3,057.01%","-4,109.05%","53.39%","85.52%","169.68%","100.00%",""
"Tax","-1,320","-818","-488","-2,494","-505","2,879","-432","-1,206","10","0","-1","0","-"
"YoY %","-61.37%","-67.62%","80.43%","-393.86%","-117.54%","766.44%","64.18%","-12,160.00%","0.00%","0.00%","0.00%","-",""
"Horiz. %","132,000.00%","81,800.00%","48,800.00%","249,400.00%","50,500.00%","-287,900.00%","43,200.00%","120,600.00%","-1,000.00%","-0.00%","100.00%","-",""
"NP","-24,832","-4,787","1,908","8,397","2,059","-19,106","6,324","7,875","-108","-189","-376","-221","-"
"YoY %","-418.74%","-350.89%","-77.28%","307.82%","110.78%","-402.12%","-19.70%","7,391.67%","42.86%","49.73%","-70.14%","-",""
"Horiz. %","11,236.20%","2,166.06%","-863.35%","-3,799.55%","-931.67%","8,645.25%","-2,861.54%","-3,563.35%","48.87%","85.52%","170.14%","100.00%",""
"NP to SH","-24,796","-4,813","1,845","8,346","2,011","-19,100","6,324","7,875","-108","-189","-376","-221","-"
