Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"14/08/2019","8.30","9.43","+1.13 (13.61%)","BUY","MIDF"
"05/08/2019","8.28","9.43","+1.15 (13.89%)","BUY","MIDF"
"29/07/2019","8.40","9.43","+1.03 (12.26%)","BUY","MIDF"
"17/07/2019","8.85","9.43","+0.58 (6.55%)","BUY","MIDF"
"17/07/2019","8.85","7.80","-1.05 (11.86%)","HOLD","HLG"
"01/07/2019","8.53","9.43","+0.90 (10.55%)","BUY","MIDF"
"01/07/2019","8.53","7.80","-0.73 (8.56%)","HOLD","HLG"
"19/06/2019","8.10","8.80","+0.70 (8.64%)","BUY","MIDF"
"19/06/2019","7.93","8.70","+0.77 (9.71%)","BUY","KENANGA"
"19/06/2019","8.10","7.80","-0.30 (3.70%)","HOLD","HLG"

