Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"28/08/2019","2.12","2.54","+0.42 (19.81%)","BUY","PUBLIC BANK"
"28/08/2019","2.11","2.35","+0.24 (11.37%)","HOLD","HLG"
"28/08/2019","2.12","2.56","+0.44 (20.75%)","BUY","AmInvest"
"28/08/2019","2.12","2.14","+0.02 (0.94%)","HOLD","AffinHwang"
"14/08/2019","2.17","2.54","+0.37 (17.05%)","HOLD","PUBLIC BANK"
"14/08/2019","2.15","2.20","+0.05 (2.33%)","HOLD","KENANGA"
"14/08/2019","2.15","2.35","+0.20 (9.30%)","HOLD","HLG"
"14/08/2019","2.17","2.56","+0.39 (17.97%)","BUY","AmInvest"
"31/07/2019","2.17","2.54","+0.37 (17.05%)","HOLD","PUBLIC BANK"
"31/07/2019","2.17","2.57","+0.40 (18.43%)","HOLD","AmInvest"

