Column1,AQR,T4Q,31/03/19,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,CAGR
"Revenue","447,731","447,731","447,731","436,286","419,917","400,201","340,376","345,351","332,908","324,652","316,165","284,617","5.16%"
"YoY %","0.00%","0.00%","2.62%","3.90%","4.93%","17.58%","-1.44%","3.74%","2.54%","2.68%","11.08%","-",""
"Horiz. %","157.31%","157.31%","157.31%","153.29%","147.54%","140.61%","119.59%","121.34%","116.97%","114.07%","111.08%","100.00%",""
"PBT","72,660","72,660","72,660","67,067","211,469","53,941","40,596","37,596","28,086","33,520","31,942","30,876","9.97%"
"YoY %","0.00%","0.00%","8.34%","-68.29%","292.04%","32.87%","7.98%","33.86%","-16.21%","4.94%","3.45%","-",""
"Horiz. %","235.33%","235.33%","235.33%","217.21%","684.90%","174.70%","131.48%","121.76%","90.96%","108.56%","103.45%","100.00%",""
"Tax","-16,079","-16,079","-16,079","-10,806","-24,007","-13,154","-10,863","-9,555","-8,682","-7,919","-6,072","-6,937","9.78%"
"YoY %","0.00%","0.00%","-48.80%","54.99%","-82.51%","-21.09%","-13.69%","-10.06%","-9.64%","-30.42%","12.47%","-",""
"Horiz. %","231.79%","231.79%","231.79%","155.77%","346.07%","189.62%","156.60%","137.74%","125.15%","114.16%","87.53%","100.00%",""
"NP","56,581","56,581","56,581","56,261","187,462","40,787","29,733","28,041","19,404","25,601","25,870","23,939","10.02%"
"YoY %","0.00%","0.00%","0.57%","-69.99%","359.61%","37.18%","6.03%","44.51%","-24.21%","-1.04%","8.07%","-",""
"Horiz. %","236.35%","236.35%","236.35%","235.02%","783.08%","170.38%","124.20%","117.14%","81.06%","106.94%","108.07%","100.00%",""
"NP to SH","56,581","56,581","56,581","56,261","187,462","40,787","29,733","28,041","19,404","25,601","25,870","23,939","10.02%"
"YoY %","0.00%","0.00%","0.57%","-69.99%","359.61%","37.18%","6.03%","44.51%","-24.21%","-1.04%","8.07%","-",""
"Horiz. %","236.35%","236.35%","236.35%","235.02%","783.08%","170.38%","124.20%","117.14%","81.06%","106.94%","108.07%","100.00%",""
"Tax Rate","22.13    %","22.13    %","22.13    %","16.11    %","11.35    %","24.39    %","26.76    %","25.41    %","30.91    %","23.62    %","19.01    %","22.47    %","-0.17%"
"YoY %","0.00%","0.00%","37.37%","41.94%","-53.46%","-8.86%","5.31%","-17.79%","30.86%","24.25%","-15.40%","-",""
"Horiz. %","98.49%","98.49%","98.49%","71.70%","50.51%","108.54%","119.09%","113.08%","137.56%","105.12%","84.60%","100.00%",""
"Total Cost","391,150","391,150","391,150","380,025","232,455","359,414","310,643","317,310","313,504","299,051","290,295","260,678","4.61%"
"YoY %","0.00%","0.00%","2.93%","63.48%","-35.32%","15.70%","-2.10%","1.21%","4.83%","3.02%","11.36%","-",""
"Horiz. %","150.05%","150.05%","150.05%","145.78%","89.17%","137.88%","119.17%","121.72%","120.26%","114.72%","111.36%","100.00%",""
"Net Worth","465,112","465,112","465,112","437,144","474,840","307,642","279,675","262,043","244,411","235,292","220,108","204,305","9.57%"
