Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"29/08/2019","10.00","10.00","0.00 (0.00%)","HOLD","PUBLIC BANK"
"29/08/2019","10.00","8.40","-1.60 (16.00%)","SELL","MIDF"
"29/08/2019","10.00","8.80","-1.20 (12.00%)","SELL","KENANGA"
"29/08/2019","10.00","8.67","-1.33 (13.30%)","SELL","HLG"
"29/08/2019","10.00","9.00","-1.00 (10.00%)","SELL","AmInvest"
"06/08/2019","9.33","8.97","-0.36 (3.86%)","HOLD","HLG"
"24/07/2019","9.81","9.00","-0.81 (8.26%)","SELL","AmInvest"
"30/05/2019","10.20","9.50","-0.70 (6.86%)","HOLD","HLG"
"24/05/2019","9.97","10.00","+0.03 (0.30%)","HOLD","PUBLIC BANK"
"24/05/2019","9.97","8.90","-1.07 (10.73%)","SELL","MIDF"

