Column1,AQR,T4Q,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,CAGR
"Revenue","4,572,936","4,873,773","5,010,222","4,160,095","4,627,388","5,056,884","8,765,501","7,445,353","9,199,212","9,336,809","8,563,623","8,444,321","-5.63%"
"YoY %","-6.17%","-2.72%","20.44%","-10.10%","-8.49%","-42.31%","17.73%","-19.07%","-1.47%","9.03%","1.41%","-",""
"Horiz. %","54.15%","57.72%","59.33%","49.27%","54.80%","59.89%","103.80%","88.17%","108.94%","110.57%","101.41%","100.00%",""
"PBT","353,948","413,797","389,557","451,739","672,742","1,974,265","885,609","250,669","1,808,305","998,581","555,722","681,626","-6.02%"
"YoY %","-14.46%","6.22%","-13.77%","-32.85%","-65.92%","122.93%","253.30%","-86.14%","81.09%","79.69%","-18.47%","-",""
"Horiz. %","51.93%","60.71%","57.15%","66.27%","98.70%","289.64%","129.93%","36.78%","265.29%","146.50%","81.53%","100.00%",""
"Tax","-94,324","-137,398","-122,522","-184,283","-71,813","-153,547","-81,307","189,693","-261,514","-169,308","21,670","-58,362","8.58%"
"YoY %","31.35%","-12.14%","33.51%","-156.62%","53.23%","-88.85%","-142.86%","172.54%","-54.46%","-881.30%","137.13%","-",""
"Horiz. %","161.62%","235.42%","209.93%","315.76%","123.05%","263.09%","139.31%","-325.03%","448.09%","290.10%","-37.13%","100.00%",""
"NP","259,624","276,399","267,035","267,456","600,929","1,820,718","804,302","440,362","1,546,791","829,273","577,392","623,264","-8.98%"
"YoY %","-6.07%","3.51%","-0.16%","-55.49%","-66.99%","126.37%","82.65%","-71.53%","86.52%","43.62%","-7.36%","-",""
"Horiz. %","41.66%","44.35%","42.84%","42.91%","96.42%","292.13%","129.05%","70.65%","248.18%","133.05%","92.64%","100.00%",""
"NP to SH","214,060","232,249","220,080","225,408","549,662","1,669,101","492,932","223,523","922,351","332,572","243,861","233,614","-0.66%"
"YoY %","-7.83%","5.53%","-2.36%","-58.99%","-67.07%","238.61%","120.53%","-75.77%","177.34%","36.38%","4.39%","-",""
"Horiz. %","91.63%","99.42%","94.21%","96.49%","235.29%","714.47%","211.00%","95.68%","394.82%","142.36%","104.39%","100.00%",""
"Tax Rate","26.65    %","33.20    %","31.45    %","40.79    %","10.67    %","7.78    %","9.18    %","-75.67    %","14.46    %","16.95    %","-3.90    %","8.56    %","15.55%"
"YoY %","-19.73%","5.56%","-22.90%","282.29%","37.15%","-15.25%","112.13%","-623.31%","-14.69%","534.62%","-145.56%","-",""
"Horiz. %","311.33%","387.85%","367.41%","476.52%","124.65%","90.89%","107.24%","-884.00%","168.93%","198.01%","-45.56%","100.00%",""
"Total Cost","4,313,312","4,597,374","4,743,187","3,892,639","4,026,459","3,236,166","7,961,199","7,004,991","7,652,421","8,507,536","7,986,231","7,821,057","-5.40%"
"YoY %","-6.18%","-3.07%","21.85%","-3.32%","24.42%","-59.35%","13.65%","-8.46%","-10.05%","6.53%","2.11%","-",""
