Column1,AQR,T4Q,31/07/18,31/07/17,31/07/16,31/07/15,31/07/14,31/07/13,31/07/12,31/07/11,31/07/10,31/07/09,CAGR
"Revenue","4,089,191","4,089,191","4,089,191","3,281,350","2,175,626","1,936,885","1,715,082","1,163,911","1,201,992","1,026,818","800,170","724,836","21.18%"
"YoY %","0.00%","0.00%","24.62%","50.82%","12.33%","12.93%","47.36%","-3.17%","17.06%","28.32%","10.39%","-",""
"Horiz. %","564.15%","564.15%","564.15%","452.70%","300.15%","267.22%","236.62%","160.58%","165.83%","141.66%","110.39%","100.00%",""
"PBT","176,367","176,367","176,367","223,673","141,866","159,686","41,993","49,447","48,791","51,363","36,819","13,021","33.56%"
"YoY %","0.00%","0.00%","-21.15%","57.66%","-11.16%","280.27%","-15.07%","1.34%","-5.01%","39.50%","182.77%","-",""
"Horiz. %","1,354.48%","1,354.48%","1,354.48%","1,717.79%","1,089.52%","1,226.37%","322.50%","379.75%","374.71%","394.46%","282.77%","100.00%",""
"Tax","-38,133","-38,133","-38,133","-65,856","-37,628","-34,221","4,677","-9,480","-13,143","-29,927","-13,288","-8,819","17.66%"
"YoY %","0.00%","0.00%","42.10%","-75.02%","-9.96%","-831.69%","149.34%","27.87%","56.08%","-125.22%","-50.67%","-",""
"Horiz. %","432.40%","432.40%","432.40%","746.75%","426.67%","388.04%","-53.03%","107.50%","149.03%","339.35%","150.67%","100.00%",""
"NP","138,234","138,234","138,234","157,817","104,238","125,465","46,670","39,967","35,648","21,436","23,531","4,202","47.39%"
"YoY %","0.00%","0.00%","-12.41%","51.40%","-16.92%","168.83%","16.77%","12.12%","66.30%","-8.90%","460.00%","-",""
"Horiz. %","3,289.72%","3,289.72%","3,289.72%","3,755.76%","2,480.68%","2,985.84%","1,110.66%","951.14%","848.36%","510.14%","560.00%","100.00%",""
"NP to SH","150,766","150,766","150,766","156,319","117,928","132,739","53,633","43,910","37,390","27,721","24,290","5,224","45.26%"
"YoY %","0.00%","0.00%","-3.55%","32.55%","-11.16%","147.50%","22.14%","17.44%","34.88%","14.13%","364.97%","-",""
"Horiz. %","2,886.03%","2,886.03%","2,886.03%","2,992.32%","2,257.43%","2,540.95%","1,026.67%","840.54%","715.74%","530.65%","464.97%","100.00%",""
"Tax Rate","21.62    %","21.62    %","21.62    %","29.44    %","26.52    %","21.43    %","-11.14    %","19.17    %","26.94    %","58.27    %","36.09    %","67.73    %","-11.91%"
"YoY %","0.00%","0.00%","-26.56%","11.01%","23.75%","292.37%","-158.11%","-28.84%","-53.77%","61.46%","-46.71%","-",""
"Horiz. %","31.92%","31.92%","31.92%","43.47%","39.16%","31.64%","-16.45%","28.30%","39.78%","86.03%","53.29%","100.00%",""
"Total Cost","3,950,957","3,950,957","3,950,957","3,123,533","2,071,388","1,811,420","1,668,412","1,123,944","1,166,344","1,005,382","776,639","720,634","20.80%"
"YoY %","0.00%","0.00%","26.49%","50.79%","14.35%","8.57%","48.44%","-3.64%","16.01%","29.45%","7.77%","-",""
"Horiz. %","548.26%","548.26%","548.26%","433.44%","287.44%","251.36%","231.52%","155.97%","161.85%","139.51%","107.77%","100.00%",""
"Net Worth","1,411,976","1,411,976","1,411,976","1,039,763","871,389","700,247","103,466","480,237","407,904","386,720","374,657","359,037","16.42%"
"YoY %","0.00%","0.00%","35.80%","19.32%","24.44%","576.78%","-78.46%","17.73%","5.48%","3.22%","4.35%","-",""
"Horiz. %","393.27%","393.27%","393.27%","289.60%","242.70%","195.03%","28.82%","133.76%","113.61%","107.71%","104.35%","100.00%",""
"Div","79,003","55,601","79,003","69,711","54,607","49,429","4,247","90","27,193","16,263","11,652","2,333","47.86%"
"YoY %","42.09%","-29.62%","13.33%","27.66%","10.48%","1,063.70%","4,587.77%","-99.67%","67.20%","39.58%","399.28%","-",""
"Horiz. %","3,385.26%","2,382.52%","3,385.26%","2,987.11%","2,339.89%","2,118.02%","182.01%","3.88%","1,165.24%","696.90%","499.28%","100.00%",""
"Div Payout %","52.40    %","36.88    %","52.40    %","44.60    %","46.31    %","37.24    %","7.92    %","0.21    %","72.73    %","58.67    %","47.97    %","44.67    %","1.79%"
"YoY %","42.08%","-29.62%","17.49%","-3.69%","24.36%","370.20%","3,671.43%","-99.71%","23.96%","22.31%","7.39%","-",""
"Horiz. %","117.30%","82.56%","117.30%","99.84%","103.67%","83.37%","17.73%","0.47%","162.82%","131.34%","107.39%","100.00%",""
"Net Worth","1,411,976","1,411,976","1,411,976","1,039,763","871,389","700,247","103,466","480,237","407,904","386,720","374,657","359,037","16.42%"
"YoY %","0.00%","0.00%","35.80%","19.32%","24.44%","576.78%","-78.46%","17.73%","5.48%","3.22%","4.35%","-",""
"Horiz. %","393.27%","393.27%","393.27%","289.60%","242.70%","195.03%","28.82%","133.76%","113.61%","107.71%","104.35%","100.00%",""
"NOSH","1,680,924","1,680,924","1,680,924","1,181,549","1,161,852","1,029,774","181,520","181,221","181,291","180,710","179,261","179,518","28.20%"
"YoY %","0.00%","0.00%","42.26%","1.70%","12.83%","467.30%","0.17%","-0.04%","0.32%","0.81%","-0.14%","-",""
"Horiz. %","936.35%","936.35%","936.35%","658.18%","647.20%","573.63%","101.12%","100.95%","100.99%","100.66%","99.86%","100.00%",""
"NP Margin","3.38    %","3.38    %","3.38    %","4.81    %","4.79    %","6.48    %","2.72    %","3.43    %","2.97    %","2.09    %","2.94    %","0.58    %","21.62%"
"YoY %","0.00%","0.00%","-29.73%","0.42%","-26.08%","138.24%","-20.70%","15.49%","42.11%","-28.91%","406.90%","-",""
"Horiz. %","582.76%","582.76%","582.76%","829.31%","825.86%","1,117.24%","468.97%","591.38%","512.07%","360.34%","506.90%","100.00%",""
"ROE","10.68    %","10.68    %","10.68    %","15.03    %","13.53    %","18.96    %","51.84    %","9.14    %","9.17    %","7.17    %","6.48    %","1.46    %","24.73%"
"YoY %","0.00%","0.00%","-28.94%","11.09%","-28.64%","-63.43%","467.18%","-0.33%","27.89%","10.65%","343.84%","-",""
"Horiz. %","731.51%","731.51%","731.51%","1,029.45%","926.71%","1,298.63%","3,550.68%","626.03%","628.08%","491.10%","443.84%","100.00%",""
"RPS","243.27","243.27","243.27","277.72","187.25","188.09","944.84","642.26","663.02","568.21","446.37","403.77","-5.47%"
"YoY %","0.00%","0.00%","-12.40%","48.32%","-0.45%","-80.09%","47.11%","-3.13%","16.69%","27.30%","10.55%","-",""
"Horiz. %","60.25%","60.25%","60.25%","68.78%","46.38%","46.58%","234.00%","159.07%","164.21%","140.73%","110.55%","100.00%",""
"EPS","9.27","8.97","9.27","13.23","10.15","12.88","5.91","24.23","20.62","15.34","13.55","2.91","13.73%"
"YoY %","3.34%","-3.24%","-29.93%","30.34%","-21.20%","117.94%","-75.61%","17.51%","34.42%","13.21%","365.64%","-",""
"Horiz. %","318.56%","308.25%","318.56%","454.64%","348.80%","442.61%","203.09%","832.65%","708.59%","527.15%","465.64%","100.00%",""
"DPS","4.70","3.31","4.70","5.90","4.70","4.80","2.34","0.05","15.00","9.00","6.50","1.30","15.34%"
"YoY %","41.99%","-29.57%","-20.34%","25.53%","-2.08%","105.13%","4,580.00%","-99.67%","66.67%","38.46%","400.00%","-",""
"Horiz. %","361.54%","254.62%","361.54%","453.85%","361.54%","369.23%","180.00%","3.85%","1,153.85%","692.31%","500.00%","100.00%",""
"NAPS","0.8400","0.8400","0.8400","0.8800","0.7500","0.6800","0.5700","2.6500","2.2500","2.1400","2.0900","2.0000","-9.18%"
