Column1,AQR,T4Q,30/09/18,30/09/17,30/09/16,30/09/15,30/09/14,30/09/13,30/09/12,30/09/11,30/09/10,30/09/09,CAGR
"Revenue","16,875,996","17,843,710","18,966,357","21,548,322","16,969,251","14,055,308","11,499,664","9,466,245","336,541","283,140","224,426","238,148","62.60%"
"YoY %","-5.42%","-5.92%","-11.98%","26.98%","20.73%","22.22%","21.48%","2,712.81%","18.86%","26.16%","-5.76%","-",""
"Horiz. %","7,086.35%","7,492.70%","7,964.11%","9,048.29%","7,125.51%","5,901.92%","4,828.79%","3,974.94%","141.32%","118.89%","94.24%","100.00%",""
"PBT","1,451,320","1,152,775","1,276,705","1,622,131","1,822,586","1,241,522","1,417,281","1,285,791","625,644","785,356","572,504","350,716","15.43%"
"YoY %","25.90%","-9.71%","-21.29%","-11.00%","46.80%","-12.40%","10.23%","105.51%","-20.34%","37.18%","63.24%","-",""
"Horiz. %","413.82%","328.69%","364.03%","462.52%","519.68%","354.00%","404.11%","366.62%","178.39%","223.93%","163.24%","100.00%",""
"Tax","-287,616","-313,323","-351,024","-423,408","-45,691","-271,054","-310,566","-253,357","-13,701","1,967","-3,309","-9,029","50.15%"
"YoY %","8.20%","10.74%","17.10%","-826.68%","83.14%","12.72%","-22.58%","-1,749.19%","-796.54%","159.44%","63.35%","-",""
"Horiz. %","3,185.47%","3,470.19%","3,887.74%","4,689.42%","506.05%","3,002.04%","3,439.65%","2,806.04%","151.74%","-21.79%","36.65%","100.00%",""
"NP","1,163,704","839,452","925,681","1,198,723","1,776,895","970,468","1,106,715","1,032,434","611,943","787,323","569,195","341,687","11.70%"
"YoY %","38.63%","-9.32%","-22.78%","-32.54%","83.10%","-12.31%","7.19%","68.71%","-22.28%","38.32%","66.58%","-",""
"Horiz. %","340.58%","245.68%","270.91%","350.82%","520.04%","284.02%","323.90%","302.16%","179.09%","230.42%","166.58%","100.00%",""
"NP to SH","546,668","424,244","465,476","586,646","825,168","484,840","521,546","483,709","605,687","779,468","567,452","337,348","3.64%"
"YoY %","28.86%","-8.86%","-20.65%","-28.91%","70.19%","-7.04%","7.82%","-20.14%","-22.29%","37.36%","68.21%","-",""
"Horiz. %","162.05%","125.76%","137.98%","173.90%","244.60%","143.72%","154.60%","143.39%","179.54%","231.06%","168.21%","100.00%",""
"Tax Rate","19.82    %","27.18    %","27.49    %","26.10    %","2.51    %","21.83    %","21.91    %","19.70    %","2.19    %","-0.25    %","0.58    %","2.57    %","30.10%"
"YoY %","-27.08%","-1.13%","5.33%","939.84%","-88.50%","-0.37%","11.22%","799.54%","976.00%","-143.10%","-77.43%","-",""
"Horiz. %","771.21%","1,057.59%","1,069.65%","1,015.56%","97.67%","849.42%","852.53%","766.54%","85.21%","-9.73%","22.57%","100.00%",""
"Total Cost","15,712,292","17,004,258","18,040,676","20,349,599","15,192,356","13,084,840","10,392,949","8,433,811","-275,402","-504,183","-344,769","-103,539","-"
"YoY %","-7.60%","-5.74%","-11.35%","33.95%","16.11%","25.90%","23.23%","3,162.36%","45.38%","-46.24%","-232.98%","-",""
"Horiz. %","-15,175.24%","-16,423.05%","-17,424.04%","-19,654.04%","-14,673.08%","-12,637.60%","-10,037.71%","-8,145.54%","265.99%","486.95%","332.98%","100.00%",""
"Net Worth","6,310,947","6,310,947","6,596,254","6,720,215","6,089,965","5,624,877","4,657,614","4,570,577","3,734,229","3,678,905","3,159,089","2,957,921","9.31%"
"YoY %","0.00%","-4.33%","-1.84%","10.35%","8.27%","20.77%","1.90%","22.40%","1.50%","16.45%","6.80%","-",""
"Horiz. %","213.36%","213.36%","223.00%","227.19%","205.89%","190.16%","157.46%","154.52%","126.25%","124.37%","106.80%","100.00%",""
"Div","-","60,265","60,184","242,461","223,149","203,799","246,652","228,321","270,898","397,154","274,887","170,485","-10.92%"
"YoY %","0.00%","0.13%","-75.18%","8.65%","9.49%","-17.37%","8.03%","-15.72%","-31.79%","44.48%","61.24%","-",""
"Horiz. %","0.00%","35.35%","35.30%","142.22%","130.89%","119.54%","144.68%","133.92%","158.90%","232.96%","161.24%","100.00%",""
"Div Payout %","-     %","14.21    %","12.93    %","41.33    %","27.04    %","42.03    %","47.29    %","47.20    %","44.73    %","50.95    %","48.44    %","50.54    %","-14.05%"
"YoY %","0.00%","9.90%","-68.72%","52.85%","-35.66%","-11.12%","0.19%","5.52%","-12.21%","5.18%","-4.16%","-",""
"Horiz. %","0.00%","28.12%","25.58%","81.78%","53.50%","83.16%","93.57%","93.39%","88.50%","100.81%","95.84%","100.00%",""
"Net Worth","6,310,947","6,310,947","6,596,254","6,720,215","6,089,965","5,624,877","4,657,614","4,570,577","3,734,229","3,678,905","3,159,089","2,957,921","9.31%"
"YoY %","0.00%","-4.33%","-1.84%","10.35%","8.27%","20.77%","1.90%","22.40%","1.50%","16.45%","6.80%","-",""
"Horiz. %","213.36%","213.36%","223.00%","227.19%","205.89%","190.16%","157.46%","154.52%","126.25%","124.37%","106.80%","100.00%",""
"NOSH","399,680","399,680","401,232","404,102","405,727","407,599","411,086","415,129","416,766","418,057","422,903","426,213","-0.67%"
"YoY %","0.00%","-0.39%","-0.71%","-0.40%","-0.46%","-0.85%","-0.97%","-0.39%","-0.31%","-1.15%","-0.78%","-",""
"Horiz. %","93.77%","93.77%","94.14%","94.81%","95.19%","95.63%","96.45%","97.40%","97.78%","98.09%","99.22%","100.00%",""
"NP Margin","6.90    %","4.70    %","4.88    %","5.56    %","10.47    %","6.90    %","9.62    %","10.91    %","181.83    %","278.07    %","253.62    %","143.48    %","-31.30%"
"YoY %","46.81%","-3.69%","-12.23%","-46.90%","51.74%","-28.27%","-11.82%","-94.00%","-34.61%","9.64%","76.76%","-",""
"Horiz. %","4.81%","3.28%","3.40%","3.88%","7.30%","4.81%","6.70%","7.60%","126.73%","193.80%","176.76%","100.00%",""
"ROE","8.66    %","6.72    %","7.06    %","8.73    %","13.55    %","8.62    %","11.20    %","10.58    %","16.22    %","21.19    %","17.96    %","11.40    %","-5.18%"
"YoY %","28.87%","-4.82%","-19.13%","-35.57%","57.19%","-23.04%","5.86%","-34.77%","-23.45%","17.98%","57.54%","-",""
"Horiz. %","75.96%","58.95%","61.93%","76.58%","118.86%","75.61%","98.25%","92.81%","142.28%","185.88%","157.54%","100.00%",""
"RPS","4,222.38","4,464.50","4,727.03","5,332.40","4,182.43","3,448.31","2,797.38","2,280.31","80.75","67.73","53.07","55.88","63.69%"
"YoY %","-5.42%","-5.55%","-11.35%","27.50%","21.29%","23.27%","22.68%","2,723.91%","19.22%","27.62%","-5.03%","-",""
"Horiz. %","7,556.16%","7,989.44%","8,459.25%","9,542.59%","7,484.66%","6,170.92%","5,006.05%","4,080.73%","144.51%","121.21%","94.97%","100.00%",""
"EPS","136.76","106.15","116.01","145.17","203.38","118.95","126.87","116.52","145.33","186.45","134.18","79.15","4.34%"
"YoY %","28.84%","-8.50%","-20.09%","-28.62%","70.98%","-6.24%","8.88%","-19.82%","-22.05%","38.96%","69.53%","-",""
"Horiz. %","172.79%","134.11%","146.57%","183.41%","256.96%","150.28%","160.29%","147.21%","183.61%","235.57%","169.53%","100.00%",""
"DPS","0.00","15.00","15.00","60.00","55.00","50.00","60.00","55.00","65.00","95.00","65.00","40.00","-10.32%"
"YoY %","0.00%","0.00%","-75.00%","9.09%","10.00%","-16.67%","9.09%","-15.38%","-31.58%","46.15%","62.50%","-",""
"Horiz. %","0.00%","37.50%","37.50%","150.00%","137.50%","125.00%","150.00%","137.50%","162.50%","237.50%","162.50%","100.00%",""
"NAPS","15.7900","15.7900","16.4400","16.6300","15.0100","13.8000","11.3300","11.0100","8.9600","8.8000","7.4700","6.9400","10.05%"
"YoY %","0.00%","-3.95%","-1.14%","10.79%","8.77%","21.80%","2.91%","22.88%","1.82%","17.80%","7.64%","-",""
"Horiz. %","227.52%","227.52%","236.89%","239.63%","216.28%","198.85%","163.26%","158.65%","129.11%","126.80%","107.64%","100.00%",""
"RPS","3,871.08","4,093.05","4,350.57","4,942.83","3,892.47","3,224.06","2,637.83","2,171.40","77.20","64.95","51.48","54.63","62.59%"
"YoY %","-5.42%","-5.92%","-11.98%","26.98%","20.73%","22.22%","21.48%","2,712.69%","18.86%","26.17%","-5.77%","-",""
"Horiz. %","7,086.00%","7,492.31%","7,963.70%","9,047.83%","7,125.15%","5,901.63%","4,828.54%","3,974.74%","141.31%","118.89%","94.23%","100.00%",""
"EPS","125.40","97.31","106.77","134.57","189.28","111.21","119.63","110.95","138.93","178.80","130.16","77.38","3.64%"
"YoY %","28.87%","-8.86%","-20.66%","-28.90%","70.20%","-7.04%","7.82%","-20.14%","-22.30%","37.37%","68.21%","-",""
"Horiz. %","162.06%","125.76%","137.98%","173.91%","244.61%","143.72%","154.60%","143.38%","179.54%","231.07%","168.21%","100.00%",""
"DPS","0.00","13.82","13.81","55.62","51.19","46.75","56.58","52.37","62.14","91.10","63.05","39.11","-10.92%"
"YoY %","0.00%","0.07%","-75.17%","8.65%","9.50%","-17.37%","8.04%","-15.72%","-31.79%","44.49%","61.21%","-",""
"Horiz. %","0.00%","35.34%","35.31%","142.21%","130.89%","119.53%","144.67%","133.90%","158.89%","232.93%","161.21%","100.00%",""
"NAPS","14.4763","14.4763","15.1307","15.4151","13.9694","12.9025","10.6838","10.4842","8.5657","8.4388","7.2464","6.7850","9.31%"
"YoY %","0.00%","-4.32%","-1.84%","10.35%","8.27%","20.77%","1.90%","22.40%","1.50%","16.46%","6.80%","-",""
"Horiz. %","213.36%","213.36%","223.00%","227.19%","205.89%","190.16%","157.46%","154.52%","126.24%","124.37%","106.80%","100.00%",""
"Date","AQR","T4Q","28/09/18","29/09/17","30/09/16","30/09/15","30/09/14","30/09/13","28/09/12","30/09/11","30/09/10","30/09/09","-"
"Price","16.6800","16.6800","17.0000","19.1200","18.1800","16.7800","19.1000","18.5000","18.0000","14.9600","12.2800","9.2600","-"
"P/RPS","0.40","0.37","0.36","0.36","0.43","0.49","0.68","0.81","22.29","22.09","23.14","16.57","-34.64%"
"YoY %","8.11%","2.78%","0.00%","-16.28%","-12.24%","-27.94%","-16.05%","-96.37%","0.91%","-4.54%","39.65%","-",""
"Horiz. %","2.41%","2.23%","2.17%","2.17%","2.60%","2.96%","4.10%","4.89%","134.52%","133.31%","139.65%","100.00%",""
"P/EPS","12.20","15.71","14.65","13.17","8.94","14.11","15.05","15.88","12.39","8.02","9.15","11.70","2.53%"
"YoY %","-22.34%","7.24%","11.24%","47.32%","-36.64%","-6.25%","-5.23%","28.17%","54.49%","-12.35%","-21.79%","-",""
"Horiz. %","104.27%","134.27%","125.21%","112.56%","76.41%","120.60%","128.63%","135.73%","105.90%","68.55%","78.21%","100.00%",""
"EY","8.20","6.36","6.82","7.59","11.19","7.09","6.64","6.30","8.07","12.46","10.93","8.55","-2.48%"
"YoY %","28.93%","-6.74%","-10.14%","-32.17%","57.83%","6.78%","5.40%","-21.93%","-35.23%","14.00%","27.84%","-",""
"Horiz. %","95.91%","74.39%","79.77%","88.77%","130.88%","82.92%","77.66%","73.68%","94.39%","145.73%","127.84%","100.00%",""
"DY","0.00","0.90","0.88","3.14","3.03","2.98","3.14","2.97","3.61","6.35","5.29","4.32","-16.20%"
"YoY %","0.00%","2.27%","-71.97%","3.63%","1.68%","-5.10%","5.72%","-17.73%","-43.15%","20.04%","22.45%","-",""
"Horiz. %","0.00%","20.83%","20.37%","72.69%","70.14%","68.98%","72.69%","68.75%","83.56%","146.99%","122.45%","100.00%",""
"P/NAPS","1.06","1.06","1.03","1.15","1.21","1.22","1.69","1.68","2.01","1.70","1.64","1.33","-2.80%"
"YoY %","0.00%","2.91%","-10.43%","-4.96%","-0.82%","-27.81%","0.60%","-16.42%","18.24%","3.66%","23.31%","-",""
"Horiz. %","79.70%","79.70%","77.44%","86.47%","90.98%","91.73%","127.07%","126.32%","151.13%","127.82%","123.31%","100.00%",""
"Date","AQR","T4Q","14/11/18","22/11/17","16/11/16","18/11/15","19/11/14","20/11/13","21/11/12","23/11/11","29/11/10","24/11/09","-"
"Price","17.2200","17.2200","16.8600","19.8000","18.3000","17.5600","18.4800","20.0000","17.7400","16.2000","15.6000","10.1200","-"
"P/RPS","0.41","0.39","0.36","0.37","0.44","0.51","0.66","0.88","21.97","23.92","29.40","18.11","-35.28%"
"YoY %","5.13%","8.33%","-2.70%","-15.91%","-13.73%","-22.73%","-25.00%","-95.99%","-8.15%","-18.64%","62.34%","-",""
"Horiz. %","2.26%","2.15%","1.99%","2.04%","2.43%","2.82%","3.64%","4.86%","121.31%","132.08%","162.34%","100.00%",""
"P/EPS","12.59","16.22","14.53","13.64","9.00","14.76","14.57","17.16","12.21","8.69","11.63","12.79","1.43%"
"YoY %","-22.38%","11.63%","6.52%","51.56%","-39.02%","1.30%","-15.09%","40.54%","40.51%","-25.28%","-9.07%","-",""
"Horiz. %","98.44%","126.82%","113.60%","106.65%","70.37%","115.40%","113.92%","134.17%","95.47%","67.94%","90.93%","100.00%",""
"EY","7.94","6.16","6.88","7.33","11.11","6.77","6.87","5.83","8.19","11.51","8.60","7.82","-1.41%"
"YoY %","28.90%","-10.47%","-6.14%","-34.02%","64.11%","-1.46%","17.84%","-28.82%","-28.84%","33.84%","9.97%","-",""
"Horiz. %","101.53%","78.77%","87.98%","93.73%","142.07%","86.57%","87.85%","74.55%","104.73%","147.19%","109.97%","100.00%",""
"DY","0.00","0.87","0.89","3.03","3.01","2.85","3.25","2.75","3.66","5.86","4.17","3.95","-15.25%"
"YoY %","0.00%","-2.25%","-70.63%","0.66%","5.61%","-12.31%","18.18%","-24.86%","-37.54%","40.53%","5.57%","-",""
"Horiz. %","0.00%","22.03%","22.53%","76.71%","76.20%","72.15%","82.28%","69.62%","92.66%","148.35%","105.57%","100.00%",""
"P/NAPS","1.09","1.09","1.03","1.19","1.22","1.27","1.63","1.82","1.98","1.84","2.09","1.46","-3.80%"
"YoY %","0.00%","5.83%","-13.45%","-2.46%","-3.94%","-22.09%","-10.44%","-8.08%","7.61%","-11.96%","43.15%","-",""
"Horiz. %","74.66%","74.66%","70.55%","81.51%","83.56%","86.99%","111.64%","124.66%","135.62%","126.03%","143.15%","100.00%",""

