Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"28/08/2019","3.50","2.86","-0.64 (18.29%)","SELL","MIDF"
"28/08/2019","3.38","3.75","+0.37 (10.95%)","BUY","KENANGA"
"28/08/2019","3.50","3.75","+0.25 (7.14%)","HOLD","AmInvest"
"07/06/2019","3.61","3.02","-0.59 (16.34%)","SELL","MIDF"
"29/05/2019","3.80","3.59","-0.21 (5.53%)","HOLD","MIDF"
"29/05/2019","3.99","4.00","+0.01 (0.25%)","HOLD","KENANGA"
"29/05/2019","3.80","3.90","+0.10 (2.63%)","HOLD","JF APEX"
"29/05/2019","3.80","5.20","+1.40 (36.84%)","BUY","BIMB"
"29/05/2019","3.80","3.42","-0.38 (10.00%)","SELL","AmInvest"

