Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"29/08/2019","0.58","0.63","+0.05 (8.62%)","HOLD","PUBLIC BANK"
"29/08/2019","0.58","0.54","-0.04 (6.90%)","HOLD","MIDF"
"29/08/2019","0.58","0.57","-0.01 (1.72%)","HOLD","KENANGA"
"29/08/2019","0.58","0.46","-0.12 (20.69%)","SELL","HLG"
"29/08/2019","0.575","0.54","-0.035 (6.09%)","HOLD","AmInvest"
"02/08/2019","0.615","0.74","+0.125 (20.33%)","HOLD","PUBLIC BANK"
"08/07/2019","0.65","0.68","+0.03 (4.62%)","HOLD","HLG"
"05/07/2019","0.65","0.60","-0.05 (7.69%)","SELL","KENANGA"
"18/06/2019","0.655","0.74","+0.085 (12.98%)","HOLD","PUBLIC BANK"
"14/06/2019","0.655","0.60","-0.055 (8.40%)","SELL","KENANGA"

