Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"29/08/2019","0.665","1.10","+0.435 (65.41%)","BUY","PUBLIC BANK"
"29/08/2019","0.665","0.91","+0.245 (36.84%)","TRADING BUY","MIDF"
"29/08/2019","0.665","0.83","+0.165 (24.81%)","BUY","KENANGA"
"29/08/2019","0.665","0.74","+0.075 (11.28%)","HOLD","HLG"
"29/08/2019","0.66","1.08","+0.42 (63.64%)","BUY","AmInvest"
"24/06/2019","0.86","0.79","-0.07 (8.14%)","HOLD","HLG"
"17/06/2019","0.86","0.83","-0.03 (3.49%)","HOLD","KENANGA"
"17/06/2019","0.86","0.79","-0.07 (8.14%)","HOLD","HLG"
"30/05/2019","0.865","0.79","-0.075 (8.67%)","HOLD","HLG"
"24/05/2019","0.85","1.10","+0.25 (29.41%)","BUY","PUBLIC BANK"

