Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"28/08/2019","15.60","16.26","+0.66 (4.23%)","HOLD","MIDF"
"28/08/2019","15.60","15.75","+0.15 (0.96%)","HOLD","KENANGA"
"28/08/2019","15.60","15.35","-0.25 (1.60%)","HOLD","AmInvest"
"28/08/2019","15.60","16.25","+0.65 (4.17%)","HOLD","AffinHwang"
"27/08/2019","15.60","15.35","-0.25 (1.60%)","HOLD","AmInvest"
"04/07/2019","17.56","16.55","-1.01 (5.75%)","HOLD","KENANGA"
"29/05/2019","16.40","17.23","+0.83 (5.06%)","HOLD","MIDF"
"29/05/2019","16.40","16.55","+0.15 (0.91%)","HOLD","KENANGA"
"29/05/2019","16.40","17.60","+1.20 (7.32%)","HOLD","BIMB"
"29/05/2019","16.40","17.00","+0.60 (3.66%)","HOLD","AffinHwang"

