Date,Open Price,Target Price,Upside/Downside,Price Call,Source
"16/07/2019","1.98","2.15","+0.17 (8.59%)","BUY","HLG"
"10/06/2019","1.87","1.85","-0.02 (1.07%)","HOLD","MAYBANK"
"25/04/2019","1.86","1.79","-0.07 (3.76%)","HOLD","MIDF"
"25/04/2019","1.85","1.70","-0.15 (8.11%)","HOLD","KENANGA"
"25/04/2019","1.86","1.97","+0.11 (5.91%)","BUY","HLG"
"25/04/2019","1.86","1.90","+0.04 (2.15%)","HOLD","AffinHwang"
"09/04/2019","1.86","2.05","+0.19 (10.22%)","BUY","HLG"
"02/04/2019","1.86","2.05","+0.19 (10.22%)","BUY","HLG"
"24/01/2019","1.78","1.77","-0.01 (0.56%)","HOLD","MIDF"
"24/01/2019","1.78","1.50","-0.28 (15.73%)","SELL","KENANGA"

